881	"2601"	"Iron ores and concentrates"	"4digit"	125
882	"2602"	"Manganese > 47% by weight"	"4digit"	125
883	"2603"	"Copper ore"	"4digit"	125
884	"2604"	"Nickel ore"	"4digit"	125
885	"2605"	"Cobalt ore"	"4digit"	125
886	"2606"	"Aluminum ore"	"4digit"	125
887	"2607"	"Lead ore"	"4digit"	125
888	"2608"	"Zinc ore"	"4digit"	125
889	"2609"	"Tin ore"	"4digit"	125
890	"2610"	"Chromium ore"	"4digit"	125
891	"2611"	"Tungsten ore"	"4digit"	125
892	"2612"	"Uranium ore"	"4digit"	125
893	"2613"	"Molybdenum ore"	"4digit"	125
894	"2614"	"Titanium ore"	"4digit"	125
895	"2615"	"Zirconium ore"	"4digit"	125
896	"2616"	"Precious metal ores"	"4digit"	125
897	"2617"	"Other ores"	"4digit"	125
898	"2618"	"Granulated iron or steel slag"	"4digit"	125
899	"2619"	"Iron or steel slag"	"4digit"	125
900	"2620"	"Slag, ash and residues containing metals"	"4digit"	125
901	"2621"	"Other slag and ash"	"4digit"	125
902	"2701"	"Coal"	"4digit"	126
903	"2702"	"Lignite"	"4digit"	126
904	"2703"	"Peat"	"4digit"	126
905	"2704"	"Coke"	"4digit"	126
906	"2705"	"Non-petroleum gases"	"4digit"	126
907	"2706"	"Tar distilled from coal, lignite etc."	"4digit"	126
908	"2707"	"Oils etc. from high temperature coal tar"	"4digit"	126
909	"2708"	"Pitch and pitch coke"	"4digit"	126
910	"2709"	"Petroleum oils, crude"	"4digit"	126
911	"2710"	"Petroleum oils, refined"	"4digit"	126
912	"2711"	"Petroleum gases"	"4digit"	126
913	"2712"	"Petroleum jelly"	"4digit"	126
914	"2713"	"Petroleum coke"	"4digit"	126
915	"2714"	"Bitumen and asphalt, natural"	"4digit"	126
916	"2715"	"Bituminous mixtures"	"4digit"	126
917	"2716"	"Electrical energy"	"4digit"	126
918	"2801"	"Iodine"	"4digit"	127
919	"2802"	"Sulfur, sublimed or precipitated"	"4digit"	127
920	"2803"	"Carbon"	"4digit"	127
921	"2804"	"Silicon & rare gases"	"4digit"	127
922	"2805"	"Rare-earth metals"	"4digit"	127
923	"2806"	"Hydrochloric acid"	"4digit"	127
924	"2807"	"Sulfiric acid, oleum"	"4digit"	127
925	"2808"	"Sulfonitric acids"	"4digit"	127
926	"2809"	"Phosphoric acid etc."	"4digit"	127
927	"2810"	"Oxides of boron; boric acids"	"4digit"	127
928	"2811"	"Other inorganic acids"	"4digit"	127
929	"2812"	"Halides of nonmetals"	"4digit"	127
930	"2813"	"Sulfides of nonmetals"	"4digit"	127
931	"2814"	"Ammonia"	"4digit"	127
932	"2815"	"Sodium hydroxide"	"4digit"	127
933	"2816"	"Hydroxides or peroxides of magnesium"	"4digit"	127
934	"2817"	"Zinc oxide or peroxide"	"4digit"	127
935	"2818"	"Aluminum oxide"	"4digit"	127
936	"2819"	"Chromium oxides and hydroxides"	"4digit"	127
937	"2820"	"Manganese oxides"	"4digit"	127
938	"2821"	"Iron oxides and hydroxides"	"4digit"	127
939	"2822"	"Cobalt oxides and hydroxides"	"4digit"	127
940	"2823"	"Titanium oxides"	"4digit"	127
941	"2824"	"Lead oxides"	"4digit"	127
942	"2825"	"Metal base oxides, n.e.c."	"4digit"	127
943	"2826"	"Flourides"	"4digit"	127
944	"2827"	"Chlorides, bromides, iodides etc."	"4digit"	127
945	"2828"	"Hyopchlorites"	"4digit"	127
946	"2829"	"Sodium chlorate"	"4digit"	127
947	"2830"	"Sulfides; polysulfides"	"4digit"	127
948	"2831"	"Dithionites and sulfoxylates"	"4digit"	127
949	"2832"	"Sulfites"	"4digit"	127
950	"2833"	"Sulfates"	"4digit"	127
951	"2834"	"Nitrites, nitrates"	"4digit"	127
952	"2835"	"Phosphates"	"4digit"	127
953	"2836"	"Carbonates"	"4digit"	127
954	"2837"	"Cyanides"	"4digit"	127
955	"2838"	"Fulminates, cyanates and thiocyanates"	"4digit"	127
956	"2839"	"Silicates"	"4digit"	127
957	"2840"	"Borates"	"4digit"	127
958	"2841"	"Salts of oxometallic acids"	"4digit"	127
959	"2842"	"Other salts of acids"	"4digit"	127
960	"2843"	"Compounds of precious metals"	"4digit"	127
961	"2844"	"Uranium"	"4digit"	127
962	"2845"	"Non-radioactive isotopes"	"4digit"	127
963	"2846"	"Compounds of rare-earth metals"	"4digit"	127
964	"2847"	"Hydrogen peroxide"	"4digit"	127
965	"2848"	"Phosphides"	"4digit"	127
966	"2849"	"Carbides"	"4digit"	127
967	"2850"	"Hydrides, nitrides, azides, silicides and borides"	"4digit"	127
968	"2851"	"Inorganic compounds, liquid or compressed air"	"4digit"	127
969	"2901"	"Acyclic hydrocarbons"	"4digit"	128
970	"2902"	"Cyclic hydrocarbons"	"4digit"	128
971	"2903"	"Halogenated derivatives of hydrocarbons"	"4digit"	128
972	"2904"	"Sulfonated, nitrated derivatives of hydrocarbons"	"4digit"	128
973	"2905"	"Acyclic alcohols"	"4digit"	128
974	"2906"	"Cyclic alcohols"	"4digit"	128
975	"2907"	"Phenols, phenol-alcohols"	"4digit"	128
976	"2908"	"Derivatives of phenols"	"4digit"	128
977	"2909"	"Ethers"	"4digit"	128
978	"2910"	"Epoxides"	"4digit"	128
979	"2911"	"Acetals and hemiacetals"	"4digit"	128
980	"2912"	"Aldehydes"	"4digit"	128
981	"2913"	"Derivatives of aldehydes"	"4digit"	128
982	"2914"	"Ketones and quinones"	"4digit"	128
983	"2915"	"Saturated acyclic monocarboxylic acids"	"4digit"	128
984	"2916"	"Unsaturated acyclic monocarboxylic acids"	"4digit"	128
985	"2917"	"Polycarboxylic acids"	"4digit"	128
986	"2918"	"Carboxylic acids with additional oxygen function"	"4digit"	128
987	"2919"	"Phosporic esters"	"4digit"	128
988	"2920"	"Esters of other inorganic acids of nonmetals"	"4digit"	128
989	"2921"	"Amine-function compounds"	"4digit"	128
990	"2922"	"Oxygen-function amino-compounds"	"4digit"	128
991	"2923"	"Quaternary ammonium salts and hydroxides"	"4digit"	128
992	"2924"	"Carboxyamide-function compounds"	"4digit"	128
993	"2925"	"Carboxyimide-function compounds"	"4digit"	128
994	"2926"	"Nitrile-function compounds"	"4digit"	128
